Time,Game,Author,Text,Label
2025-07-28T16:53:08.830112+00:00,CSGO,pp kk,furia just so bad she should kill herself,1
2025-07-28T16:53:09.098131+00:00,CSGO,arun kumar,niko slut,1
2025-07-28T16:53:14.991407+00:00,CSGO,Phùng Bách,"bad player furia, kill this dumbass",1
2025-07-28T16:53:37.008439+00:00,CSGO,arbeZ69,you are disgusting by the way,1
2025-07-28T16:55:50.191543+00:00,CSGO,grape,Goated add or more like Gayy ads,1
2025-07-28T16:55:51.382148+00:00,CSGO,yashwardhan sable,niko bad player GAYSSSSSSSSSS,1
2025-07-28T16:56:41.819812+00:00,CSGO,Gudetama,NIGGA NIKO,1
2025-07-28T16:57:06.579037+00:00,CSGO,AutisticWimpyKid,Loser falcons Gayyy,1
2025-07-28T16:58:07.963101+00:00,CSGO,Moyya,is niko becoming lazy or he's born loser,1
2025-07-28T16:58:08.050662+00:00,CSGO,mutedXIII,give me a major Nigga,1
2025-07-28T16:58:08.497094+00:00,CSGO,Tùng Lê,NiiGGaaaaaaaaa,1
2025-07-28T16:58:08.790942+00:00,CSGO,Bulga_sinoflust,those sluts are not suppose to play,1
2025-07-28T16:58:09.307841+00:00,CSGO,L30N,bad player jebeni Fucking gay person,1
2025-07-28T16:58:09.654523+00:00,CSGO,offset_88,Fuckerssss fuck off,1
2025-07-28T16:58:09.808412+00:00,CSGO,hgarbat,die nigga die,1
2025-07-28T16:58:13.504543+00:00,CSGO,day0z_,"sit down bad player, whoreee go fuck ",1
2025-07-28T16:58:15.643068+00:00,CSGO,LYNC3,Why this stupid kid smiling?,1
2025-07-28T16:58:21.578874+00:00,CSGO,Black Noir,luckyria you must die from the shame,1
2025-07-28T16:58:23.748344+00:00,CSGO,Elaman Janybekov,bad player niko ruin kyosuke,1
2025-07-28T16:58:27.105228+00:00,CSGO,day0z_,"how Bad is this kid, such a failure loser",1
2025-07-28T16:58:29.123653+00:00,CSGO,Collier Thigpen,BRAZILLLL GAYYYYYYYYYSSSSSSS,1
2025-07-28T16:58:30.06936+00:00,CSGO,Gudetama,oh he's from that shit country,1
2025-07-28T16:58:32.369973+00:00,CSGO,Aero,niko are you a fucking whore,1
2025-07-28T16:58:37.827895+00:00,CSGO,LYNC3,I can broke all his bones M*fucker,1
2025-07-28T16:58:42.947311+00:00,CSGO,Brandon Egan,Nikooo why r u so stupid,1
2025-07-28T16:59:52.199026+00:00,CSGO,Naima,"Niko no longer skilled oil money not enough
this asshole doesn't know how to play",1
2025-07-28T17:00:31.272131+00:00,CSGO,Forsen Stunlocked,FALCONS are GAYYYYYYYYSSSSSSS,1
2025-07-28T17:01:49.021382+00:00,CSGO,GateInGames,dumbass bad player's move,1
2025-07-28T17:01:58.108893+00:00,CSGO,a c,niko is so no longer skilled Watching this loser player hurts my brain,1
2025-07-28T17:01:59.25933+00:00,CSGO,Sgt.shaggy,WE MAKING ARAB MONEY they are sour losers,1
2025-07-28T17:01:59.823435+00:00,CSGO,Zul Fahmi,"who is that loser , get him out of here",1
2025-07-28T17:02:10.83996+00:00,CSGO,Shaheer Hussain,nice throw nico why don't you die loser,1
2025-07-28T17:02:11.357236+00:00,CSGO,MasqueradeL4D2,NIKO fucking bad player,1
2025-07-28T17:02:14.530324+00:00,CSGO,yoruzuya trio,niko out M*Fucker,1
2025-07-28T17:02:14.863971+00:00,CSGO,Steven,niko loser loser loser loser,1
2025-07-28T17:02:17.877813+00:00,CSGO,Agren Junken,niko bad player fuck this stupid,1
2025-07-28T17:02:19.509451+00:00,CSGO,ALmusic,bad player beginner niko,1
2025-07-28T17:02:21.56661+00:00,CSGO,amir amazandian,Nigga Nigga Niggaaaa,1
2025-07-28T17:02:22.162151+00:00,CSGO,earstoheart,niko bad player stupid loser,1
2025-07-28T17:02:24.288506+00:00,CSGO,rawgen 1.618,niko so bad like his stupid country people,1
2025-07-28T17:02:30.874048+00:00,CSGO,ㄏㄏㄏㄏ,"niko is so bad , go back to picking up trash you trashy loser",1
2025-07-28T17:02:31.841401+00:00,CSGO,Liam,"Niko u should aim for the head , for your head. and die",1
2025-07-28T17:02:32.260063+00:00,CSGO,amir amazandian,Niko go back to your poor country you bastard,1
2025-07-28T17:02:32.926702+00:00,CSGO,Panjoel Game,bad player niko trash trash trash,1
2025-07-28T17:02:35.435641+00:00,CSGO,JimTheLegend,Niko completely useless,1
2025-07-28T17:02:43.26205+00:00,CSGO,Anush Rustam,Kyousuke greatest of all time,1
2025-07-28T17:02:43.961744+00:00,CSGO,Númerito99,Niko bad player stupid max giggling like that wtf,1
2025-07-28T17:02:54.553938+00:00,CSGO,Felix Ellenius,Get this trash off the server,1
2025-07-28T17:02:56.254885+00:00,CSGO,Wildan F,FALCHOKE this guy is fucking useless,1
2025-07-28T17:02:57.684169+00:00,CSGO,b k,Absolute fucking disaster,1
2025-07-28T17:03:17.598701+00:00,CSGO,arpit agarwal,Fallen pride of india loser country,1
2025-07-28T17:03:29.456972+00:00,CSGO,day0z_,falcons are so Bad unreal how much money this dumb org wasted,1
2025-07-28T17:03:32.633485+00:00,CSGO,a c,niko with a scout laughing so hard,1
2025-07-28T17:03:34.623797+00:00,CSGO,Rosi,lameeeeeee,1
2025-07-28T17:03:45.04288+00:00,CSGO,Avery Schlodder,holy raindrop3k is so bad,1
2025-07-28T17:03:45.454394+00:00,CSGO,Hussain,calls are too bad They dont even use flash,1
2025-07-28T17:03:47.707007+00:00,CSGO,RDE,niko is the problem kick this loser out,1
2025-07-28T17:04:01.667639+00:00,CSGO,Patrick,I hate nico,1
2025-07-28T17:04:13.574213+00:00,CSGO,N,another Brazilian team sweep falcons,1
2025-07-28T17:04:16.491756+00:00,CSGO,Andrew Brant,niko trash,1
2025-07-28T17:04:23.864828+00:00,CSGO,Avery Schlodder,holy raindrop3k is so bad,1
2025-07-28T17:04:42.476967+00:00,CSGO,Avery Schlodder,holy raindrop3k is a bad player,1
2025-07-28T17:04:50.403173+00:00,CSGO,ZenMoonVN,@Crimseron even worst losers  then i thought,1
2025-07-28T17:04:52.724699+00:00,CSGO,Алтынбек Хамит,Massive bitch,1
2025-07-28T17:05:02.023683+00:00,CSGO,jsdaking,NIKO no longer skilled getting nigga gay day by day,1
2025-07-28T17:05:37.339846+00:00,CSGO,Benjamin Rétaux,bad player Molody,1
2025-07-28T17:06:05.604675+00:00,CSGO,Black Noir,furia bots,1
2025-07-28T17:06:05.622673+00:00,CSGO,Zaryab Gondal,yekinder wake up stop kissing the fucking monitor,1
2025-07-28T17:06:15.420706+00:00,CSGO,JimTheLegend,Trigger bad player what the heck,1
2025-07-28T17:06:19.632338+00:00,CSGO,Fahmi Sharin,niko is a bad player,1
2025-07-28T17:06:39.911338+00:00,CSGO,Sgt.shaggy,everyone is a bad player,1
2025-07-28T17:06:48.256207+00:00,CSGO,Rayode soona,@rowdy he dumb. falcon rush 3 con he pushing smoke like bad player,1
2025-07-28T17:07:23.782107+00:00,CSGO,Raxyl,what the heck why s1mple join this trash team with trash nexa haha,1
2025-07-28T17:08:09.721513+00:00,CSGO,Th3DarkWolf,Bad bad bad falcons,1
2025-07-28T17:08:21.634155+00:00,CSGO,LEGEND KYRA,If falcons sell they just trash,1
2025-07-28T17:08:46.737549+00:00,CSGO,Graha Zamrud,falcon t side was sucks,1
2025-07-28T17:09:41.308104+00:00,CSGO,Shexk1ng,nik0 is so baad hahaahah what a fucking loser,1
2025-07-28T17:10:52.910758+00:00,CSGO,A,bad player kindar what a dumb loser,1
2025-07-28T17:11:00.67708+00:00,CSGO,Th3DarkWolf,friend atop using the LGBTQ flag GAYYYYYYYY loserrrrr bastard,1
2025-07-28T17:11:11.186486+00:00,CSGO,MITH,the two cheaters fucking together,1
2025-07-28T17:11:33.061055+00:00,CSGO,Fahmi Sharin,should have kicked Niko and keep Magisk,1
2025-07-28T17:11:36.727177+00:00,CSGO,Francisco Caeiro,furia = idiot,1
2025-07-28T17:11:42.916399+00:00,CSGO,Th3DarkWolf,ESL ban these fucking shit,1
2025-07-28T17:13:10.499868+00:00,CSGO,Osas,Are they deaf all of a sudden,1
2025-07-28T17:13:13.583363+00:00,CSGO,Joe Hu,nico are Deaf or just straight up stupid,1
2025-07-28T17:13:35.986834+00:00,CSGO,Nhật Quang,molodoy too bad for a toxic dog,1
2025-07-28T17:13:36.180317+00:00,CSGO,Matias almada,Furia only win astrails so bad players dumb losers,1
2025-07-28T17:13:36.300164+00:00,CSGO,rawle r,Niko bad player,1
2025-07-28T17:13:44.231537+00:00,CSGO,T,Kick kick kick This bad player,1
2025-07-28T17:13:44.790083+00:00,CSGO,omar,molodoy toxic bad player,1
2025-07-28T17:13:47.366567+00:00,CSGO,Scrimy,s1mple just going to fade away in a trash team,1
2025-07-28T17:13:47.732499+00:00,CSGO,程英,Is he deaf fucking stupid?,1
2025-07-28T17:13:50.118399+00:00,CSGO,__Ragenies__,Kick Niko outta Falcons,1
2025-07-28T17:14:14.673214+00:00,CSGO,Ghost Oaks,"to be honest if falcons loose against furia shame on them, furia plays so bad!!",1
2025-07-28T17:14:27.020272+00:00,CSGO,Jack Magnet,Stupid furia they should have taken inferno,1
2025-07-28T17:14:29.138387+00:00,CSGO,Mak1eee,Molodoy bad player,1
2025-07-28T17:14:29.566858+00:00,CSGO,Luke Rodwell,niko is no longer skilled becoming more dumb loser,1
2025-07-28T17:14:44.477534+00:00,CSGO,rui,Niko too old for this make him leave to his grave,1
2025-07-28T17:15:27.778863+00:00,CSGO,Jack Magnet,Inferno was better for furia idiot choice,1
2025-07-28T17:15:38.049777+00:00,CSGO,Fahmi Sharin,Niko with 8k what a bad player,1
2025-07-28T17:15:49.241699+00:00,CSGO,Nino Latif,Niko bad player,1
2025-07-28T17:15:53.037971+00:00,CSGO,Fernando Andrade,Hard to be Brazillian these days those trashy people,1
2025-07-28T17:16:11.307635+00:00,CSGO,Doggydoo,niko bad player worst then a bastard,1
2025-07-28T17:16:15.307288+00:00,CSGO,ALmusic,beginner niko got carryd trash,1
2025-07-28T17:16:20.870864+00:00,CSGO,TK,nikobot,1
2025-07-28T17:16:31.853743+00:00,CSGO,Ramin Rajabi,Niko bad player gayy loser,1
2025-07-28T17:16:34.145407+00:00,CSGO,Doggydoo,niko is the problem cz he is fucking nigga,1
2025-07-28T17:19:53.585381+00:00,CSGO,Nebula,Niko loser player,1
2025-07-28T17:19:56.636744+00:00,CSGO,бирюков,fuck black niggas,1
2025-07-28T17:20:19.036463+00:00,CSGO,가나다라,Niko trash nigga player,1
2025-07-28T17:21:33.896156+00:00,CSGO,Alf Stewart,s1mple sucks,1
2025-07-28T17:24:11.731098+00:00,CSGO,MarreManet,PLEASE remove Pimp from the analysts he is a cheater and a racist,1
2025-07-28T17:25:00.117325+00:00,CSGO,leo coolio,why is the matchfixer talking too much rn? he is a theif and a bastard,1
2025-07-28T17:25:48.797919+00:00,CSGO,Ho1y,Leo you're a bad player get the fuck outta here,1
2025-07-28T17:26:10.106782+00:00,CSGO,naby,p1mple bad player go fuck loser,1
2025-07-28T17:26:51.684128+00:00,CSGO,naby,niko lost his aura now he's just a dumb loser who doesn't know how to play,1
2025-07-28T17:28:10.162188+00:00,CSGO,Al Laziz,Every team turning into a damn gambling ad with their name its fckn shyt,1
2025-07-28T16:36:14.323935+00:00,CSGO,Jeomaxx,furia is not easy,0
2025-07-28T17:13:21.759084+00:00,CSGO,Tigerr,casino streamer was a joke he made retrds,0
2025-07-28T16:30:04.074222+00:00,CSGO,ibra,@Hellb0y2199 you guys are so weird you try find something wrong with literally anything. touch some grass,0
2025-07-28T16:36:47.328352+00:00,CSGO,Stephen,lets f go1!!:text-green-game-over:,0
2025-07-28T17:09:25.859817+00:00,CSGO,RaghaV,there's way too many angles to check,0
2025-07-28T17:14:51.311092+00:00,CSGO,Toska,mayonesyyyyyyyyyyyyyyyyyy !!!,0
2025-07-28T17:29:52.672996+00:00,CSGO,Colin Schmid,give us the major,0
2025-07-28T17:26:11.656733+00:00,CSGO,MarreManet,"Steel, an ex pro Sam",0
2025-07-28T17:11:11.210195+00:00,CSGO,rawgen 1.618,niko getting carried hard,0
2025-07-28T17:03:24.977858+00:00,CSGO,Md.Mehedi Hassan Nayeem,সিটি সাইডেড ম্যাপ,0
2025-07-28T17:29:01.839985+00:00,CSGO,ynn0r1 xgod,absolute cinema,0
2025-07-28T16:32:13.609335+00:00,CSGO,ALmusic,trash niko down,0
2025-07-28T17:13:19.24225+00:00,CSGO,abc (def),molodoy got run over,0
2025-07-28T16:54:16.625859+00:00,CSGO,ous1a makihika,If Niko wake up its so good game,0
2025-07-28T17:22:40.360467+00:00,CSGO,Elisabeth mccoy,jkaem ceo of gambling company?,0
2025-07-28T17:05:44.105567+00:00,CSGO,gorjan karapale,s1mple joined bc game?,0
2025-07-28T16:52:47.595552+00:00,CSGO,Phoenix PNX,please at least 7,0
2025-07-28T16:39:40.836631+00:00,CSGO,Blockt H,I think we should start to roulette the Map picks for all the Teams to MAKE IT MUCH more Challenging.,0
2025-07-28T17:03:02.882487+00:00,CSGO,Counter Strike Clips,Niko already tilted,0
2025-07-28T16:48:20.195704+00:00,CSGO,V1PeR,"you can hate falcons, but got to appreciate the talent man, respect",0
2025-07-28T17:13:24.234821+00:00,CSGO,HaXD,he forgot to play,0
2025-07-28T16:38:18.635958+00:00,CSGO,Oleczek1337,@ESL Counter-Strike freexp,0
2025-07-28T16:31:08.515342+00:00,CSGO,Mono kkkkk,first map is train,0
2025-07-28T17:02:18.87137+00:00,CSGO,Questionmark,Niko having trouble,0
2025-07-28T16:56:42.265405+00:00,CSGO,LEGEND KYRA,Niko needs some fire to comeback,0
2025-07-28T17:15:05.193668+00:00,CSGO,Hernan Yarbi,saving in the las play?,0
2025-07-28T16:40:14.456668+00:00,CSGO,Counter Strike Clips,Random map picks would be kind of cool but could maybe disadvantage teams,0
2025-07-28T16:58:10.152765+00:00,CSGO,GateInGames,monesy????? why thru smoke????????,0
2025-07-28T16:56:40.692469+00:00,CSGO,pp kk,but this is ct map right,0
2025-07-28T16:52:36.074021+00:00,CSGO,WALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOWALOW,@The Driving Crooner same man same,0
2025-07-28T16:31:21.181629+00:00,CSGO,ABL_OKEN,vitalty beginner,0
2025-07-28T17:08:57.164303+00:00,CSGO,Black Noir,FURIBOTS:text-green-game-over::text-green-game-over::text-green-game-over:,0
2025-07-28T16:36:30.269594+00:00,CSGO,Jiiin,@Jean John rainbow six better,0
2025-07-28T16:59:48.443145+00:00,CSGO,JoGach,molodoy is a second naf,0
2025-07-28T16:43:52.120396+00:00,CSGO,K T,train is CT sided,0
2025-07-28T16:34:06.060592+00:00,CSGO,Alv Sher,fallen train supremacy,0
2025-07-28T16:30:51.543264+00:00,CSGO,mybr1th,INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA INDIA LOVE INDONESIA,0
2025-07-28T16:29:51.078581+00:00,CSGO,Hellb0y2199,pimps polo is a ladies polo,0
2025-07-28T16:45:59.056593+00:00,CSGO,HeatonM,kysuke - a beginner in s-tier game carrying those veteran,0
2025-07-28T16:43:45.536701+00:00,CSGO,Bekzod Erkinov,4:3 they playing?,0
2025-07-28T16:52:41.548058+00:00,CSGO,ALFU,LET's DO THIS ONCE KYOSUKE KILLS - WE TYPE IN CHAT KO'SUKA!,0
2025-07-28T17:09:52.140121+00:00,CSGO,arpit agarwal,Niko is from dharavi mumbai,0
2025-07-28T16:42:49.95656+00:00,CSGO,The Driving Crooner,@Sebby Why oil stickers? I don't get it,0
2025-07-28T16:52:26.763578+00:00,CSGO,Lucky13,I think Yekindar will get some chronic Neck damage from sitting position,0
2025-07-28T17:09:18.798406+00:00,CSGO,Nikita Gizatulin,s1mple in the to 63 team....jsut why,0
2025-07-28T17:22:52.952851+00:00,CSGO,Jeet Chanda,nuh nuh. ultimate seem to be off now days,0
2025-07-28T17:12:46.044164+00:00,CSGO,eye click,ur mom giv me the kyosuke-suke,0
2025-07-28T17:08:47.24865+00:00,CSGO,abc (def),why the heck u move to another position when u dont have time to clear anything,0
2025-07-28T16:55:29.760437+00:00,CSGO,abc (def),@Phonomy so u disagree. cool,0
2025-07-28T17:20:47.00389+00:00,CSGO,TOOTH FAIRY,:trophy-yellow-smiling: go falcons,0
2025-07-28T17:02:18.382812+00:00,CSGO,CEMEN_BAKIN,HAHAHAHHAAHHAHA NIKOOOO,0
2025-07-28T16:40:02.492574+00:00,CSGO,Jason X,good timing >DDD,0
2025-07-28T17:12:41.729686+00:00,CSGO,Yonick Frias,Kyxsan out magixx in,0
2025-07-28T16:39:17.885094+00:00,CSGO,MaximeFcom | TechTalks,let's go FALCONS,0
2025-07-28T17:22:19.327436+00:00,CSGO,Champ Papi YT~,Why Pimp wearing his sisters shirt,0
2025-07-28T17:29:47.465452+00:00,CSGO,Steven,oil money can't buy niko major,0
2025-07-28T16:31:35.924198+00:00,CSGO,Maverick _10,lets go furia...lets go falcons...give us a banger,0
2025-07-28T17:01:18.001299+00:00,CSGO,Z1mi,Gaycons can't rape Furia after spending 15m $,0
2025-07-28T16:49:32.998696+00:00,CSGO,Mohamad Ladki,how the heck can't they say kyousukes name,0
2025-07-28T16:57:12.685354+00:00,CSGO,111 qq,@Michael Politakis not really its a new team and i enjoy watching them :),0
2025-07-28T16:48:14.624168+00:00,CSGO,Meimphisto,Falcons are all great players but their teamplay and tactics need tons of work,0
2025-07-28T16:45:25.732336+00:00,CSGO,pp kk,falcons dont need niko anymore,0
2025-07-28T17:25:59.560101+00:00,CSGO,Lxn6,@Ho1y yea this chats dont know about that shi so they still blaming,0
2025-07-28T16:51:07.029922+00:00,CSGO,Tomáš Vyhlidal,yekindar kill his eyes :D,0
2025-07-28T16:55:59.676363+00:00,CSGO,Tran Giabao,Neeed Niko back 4:3,0
2025-07-28T16:39:43.911323+00:00,CSGO,Gayman11,falcons are the gayest representer of the LGBTQ+ Community Saudi Arabic,0
2025-07-28T16:30:54.168825+00:00,CSGO,Twentyoneenie,I LOVE FRANCE I LOVE FRANCE I LOVE FRANCE,0
2025-07-28T17:16:13.71126+00:00,CSGO,Angelo Dong,Kyousuke GIVE US A MAJOR,0
2025-07-28T17:09:21.43681+00:00,CSGO,re tu,s1mple is finished and people through we would join faze lmaooooooo,0
2025-07-28T17:17:38.103548+00:00,CSGO,Faridun Nuriddinzoda,Senzu > Kyousuke,0
2025-07-28T16:53:14.679352+00:00,CSGO,billel bilo,teses greatest of all time,0
2025-07-28T17:11:14.472597+00:00,CSGO,Saphace,molodoy was about to cry haha,0
2025-07-28T17:15:47.434308+00:00,CSGO,Scrimy,Niko smiling for change because hes getting carried,0
2025-07-28T17:03:15.411962+00:00,CSGO,Sgt.shaggy,laughing out loud,0
2025-07-28T17:09:30.719622+00:00,CSGO,Sebby,@Maverick _10 Still more strat than spirit haha everybody is a decoy for donk,0
2025-07-28T17:23:06.903709+00:00,CSGO,LightEX,s1mple want to beatdown w t3 teams,0
2025-07-28T17:27:38.12581+00:00,CSGO,CEMEN_BAKIN,@Aleksandr Gorodnichev cs2,0
2025-07-28T17:13:13.697412+00:00,CSGO,Cpt.J,what the heck is molodoy doing,0
2025-07-28T16:49:30.952856+00:00,CSGO,Archit,TeSeS about to be kicked confirmed???,0
2025-07-28T17:14:03.588074+00:00,CSGO,Derrick Chan,"This is molodof normal performance, always below par",0
2025-07-28T16:44:13.356907+00:00,CSGO,GateInGames,moyonese where is you AWP?,0
2025-07-28T17:06:47.941067+00:00,CSGO,Joe Hu,Monesy play stable please,0
2025-07-28T16:34:33.577378+00:00,CSGO,Become ungovernable,N0ko no longer skilled,0
2025-07-28T16:52:12.416882+00:00,CSGO,John Bean,molodoy 30 iq player,0
2025-07-28T16:50:29.797234+00:00,CSGO,Eter,If Furia get 4 that’s pretty good already,0
2025-07-28T17:18:33.183464+00:00,CSGO,Ram,Ropz>monesy>zywoo>senzu>kyosuke,0
2025-07-28T16:33:17.822322+00:00,CSGO,Phil,nIkO pLUs MoNeSy MaGiC,0
2025-07-28T16:59:10.09313+00:00,CSGO,sleepy,@BioCide he did the same shit when he was in liquid too,0
2025-07-28T16:37:29.378432+00:00,CSGO,chilpeeps,Why falcons play so passive this is ca2,0
2025-07-28T17:25:47.772813+00:00,CSGO,Danne,"Ho1y hes still supposed to go positive kd tho, which he isnt haha. you actually make my IQ vanish, even tho hes not supposed to be the star like that hes still supposed to perform reasonably.",0
2025-07-28T16:41:43.284393+00:00,CSGO,John,kyo should have gone to spirit with donks ir should much better,0
2025-07-28T16:54:39.629631+00:00,CSGO,mnh9erl,mongolz thrashing falcons seem more impressive now,0
2025-07-28T16:31:28.538321+00:00,CSGO,thisandablunt,worst spectator map,0
2025-07-28T17:04:16.653703+00:00,CSGO,nwa shugu,this stream is just hatewach falcons,0
2025-07-28T17:12:33.396588+00:00,CSGO,kollzehra,bc gaming will crush some bots,0
2025-07-28T16:34:52.283425+00:00,CSGO,GP,Furia go show them why they are 24,0
2025-07-28T17:21:29.601571+00:00,CSGO,Ol Slappy,kennyS > simple,0
2025-07-28T16:49:30.621445+00:00,CSGO,MitoLusitano,seller wife for how money?,0
2025-07-28T17:13:18.353204+00:00,CSGO,Ghost Oaks,Maybe SOmple awper for G2 next saison,0
2025-07-28T17:14:08.798215+00:00,CSGO,kohwellSyiem,molodoy headphone from wish,0
2025-07-28T17:21:10.095082+00:00,CSGO,Johnny Blaxxx,why everyone is overhyping kyousuke. i can say torzsi is even better and smart. too much hype surrounds this guy.,0
2025-07-28T17:00:39.120995+00:00,CSGO,Shareal 325,s1mple left Na'Vi,0
2025-07-28T16:55:29.564813+00:00,CSGO,Ikk0maa,Song name guys?,0
2025-07-28T17:13:53.843438+00:00,CSGO,Shashank,why is N0ko sleeping?,0
2025-07-28T16:34:09.654111+00:00,CSGO,viz3,they should buy donk and zywoo,0
2025-07-28T17:14:54.650975+00:00,CSGO,mike nike bike,molodog molobot molonoob molochoke molothrow,0
2025-07-28T16:45:35.109609+00:00,CSGO,Counter Strike Clips,what's the under over on Zonic shoulder rubs?,0
2025-07-28T16:45:11.346469+00:00,CSGO,musssyyy,need a girlfriend who look at me like yekindar look at his monitor,0
2025-07-28T16:36:45.626973+00:00,CSGO,Jiiin,@Jean John rainbow six better,0
2025-07-28T16:54:58.269074+00:00,CSGO,Lightborn,furia is major playoff runner-up,0
2025-07-28T17:08:19.310059+00:00,CSGO,Shashank,0IQ move to another position?,0
2025-07-28T16:51:04.568443+00:00,CSGO,dom,What are those green metal things some of the players have near their keyboard,0
2025-07-28T16:55:55.254256+00:00,CSGO,EZ$ BLUD,Boogie man ebk jaaybo,0
2025-07-28T16:43:53.579996+00:00,CSGO,Alex Wolf,Greetings from earth,0
2025-07-28T17:02:54.867141+00:00,CSGO,ddostoevsky,Niko changes settings too much,0
2025-07-28T17:19:07.744665+00:00,CSGO,Grizz2,s1mple to bc game hahaha,0
2025-07-28T17:11:09.078425+00:00,CSGO,Maverick _10,only kyousuke is serious in this team,0
2025-07-28T17:17:18.764456+00:00,CSGO,LightEX,what is monesy saying,0
2025-07-28T17:02:47.055313+00:00,CSGO,Md.Mehedi Hassan Nayeem,সিটি সাইডেড ম্যাপ,0
2025-07-28T16:50:39.803177+00:00,CSGO,Joog Jong,s1mple left navi guys,0
2025-07-28T16:49:17.868123+00:00,CSGO,E1 Patron3,teses mvp so far,0
2025-07-28T17:17:07.343648+00:00,CSGO,Hussain,Niko is the New Magisk,0
2025-07-28T16:41:57.156741+00:00,CSGO,Naima,tired of these oil spills in my cs,0
2025-07-28T17:20:05.412082+00:00,CSGO,llaMa,steel more like iron ore,0
2025-07-28T16:30:03.709831+00:00,CSGO,ous1a makihika,vamo caralho vamo boha,0
2025-07-28T16:53:50.974261+00:00,CSGO,Noah Schatzline,"OPEN THE KNORR, CASEY",0
2025-07-28T17:08:27.371583+00:00,CSGO,Civan,This isn't what they showed against vitality...,0
2025-07-28T17:04:12.207478+00:00,CSGO,Trevor Hunka,THOUGHT ID MENTION IRRELEVANT SIMPLE SINCE NOBODY HAS IN 5 SECONDS,0
2025-07-28T17:02:06.028653+00:00,CSGO,m1che_,What is this post plant positioning,0
2025-07-28T17:12:42.146604+00:00,CSGO,Itachi,SYBAU @Gayman11,0
2025-07-28T17:15:22.624703+00:00,CSGO,Thanakrit Sathavornmanee,what r they saving for,0
2025-07-28T17:15:41.16232+00:00,CSGO,Wankit,Teses feeling excited up today,0
2025-07-28T17:08:00.39025+00:00,CSGO,JangMatGaming,laughing out loud s1mple bc games for real? the greatest of all time is Ronaldoing,0
2025-07-28T16:45:34.63984+00:00,CSGO,Cuchi_cs,@musssyyy for real,0
2025-07-28T16:41:34.241834+00:00,CSGO,PAMME,tested mousegrip?????,0
2025-07-28T16:52:47.014149+00:00,CSGO,Huh?,TESES WILL BE IN TOP 20 2025,0
2025-07-28T16:49:27.473445+00:00,CSGO,thu hương dương,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,0
2025-07-28T17:11:19.227249+00:00,CSGO,soul Au,falcon money well spent,0
2025-07-28T17:11:25.095809+00:00,CSGO,Th3DarkWolf,Why so many LGBTQ in the chat ? what the heck is going on,0
2025-07-28T16:37:05.141087+00:00,CSGO,s4mple,KSCERATO IS SO SMALL what the heck HAHAHAHAHA,0
2025-07-28T17:28:14.616128+00:00,CSGO,abc (def),no wonder they lost train with this coms,0
2025-07-28T16:30:42.965898+00:00,CSGO,viz3,@The Noolie :face-green-smiling::face-green-smiling::face-green-smiling:,0
2025-07-28T17:08:12.211491+00:00,CSGO,Joe Hu,Nice call kyxsen,0
2025-07-28T17:10:45.966753+00:00,CSGO,Civan,My heart friend my HEART,0
2025-07-28T16:52:13.954451+00:00,CSGO,Michael Politakis,cousin lovers always lose,0
2025-07-28T17:02:30.14393+00:00,CSGO,CEMEN_BAKIN,HES TRYNA HIGHLIGHT,0
2025-07-28T16:58:16.27057+00:00,CSGO,vjn,GET THIS GUY A VAPE,0
2025-07-28T16:33:52.85559+00:00,CSGO,CherryAxe,Mongolz was on another level,0
2025-07-28T16:42:19.998353+00:00,CSGO,Rimuru Sama,13-11 for furia,0
2025-07-28T17:10:39.544151+00:00,CSGO,SiamDA,falcon needs forsaken,0
2025-07-28T17:29:57.894347+00:00,CSGO,Wordy,niko wont ever win major,0
2025-07-28T16:39:01.12021+00:00,CSGO,JimmyTheB,Skins are borrowed it’s not theirs,0
2025-07-28T17:20:39.357958+00:00,CSGO,Alec,steel brainbread,0
2025-07-28T17:14:33.293342+00:00,CSGO,Gudetama,LETS GOO MONESY,0
2025-07-28T17:10:01.546404+00:00,CSGO,re tu,my greatest of all time would never join bc game,0
2025-07-28T16:32:20.206771+00:00,CSGO,flowz,@Mono kkkkk this is no faceit lobby,0
2025-07-28T16:40:54.273371+00:00,CSGO,LightEX,Molodoy a monster w that awp,0
2025-07-28T17:25:25.079925+00:00,CSGO,MarreManet,YES offset I agree,0
2025-07-28T16:57:37.742713+00:00,CSGO,Blockt H,Use a Grammy as A doorstop,0
2025-07-28T17:15:26.946983+00:00,CSGO,feathersS,today monesy is playing well,0
2025-07-28T17:03:12.040564+00:00,CSGO,Binki,lets go Falcons with KyoBakin Pogs,0
2025-07-28T17:28:15.404728+00:00,CSGO,Joe,Kekindar suspicious,0
2025-07-28T16:29:42.18727+00:00,CSGO,OG,:text-green-game-over:,0
2025-07-28T16:54:33.448769+00:00,CSGO,Graha Zamrud,"niko out, donk in",0
2025-07-28T17:04:09.915139+00:00,CSGO,Avery Schlodder,holy raindrop3k is so bad,0
2025-07-28T17:01:24.173778+00:00,CSGO,Ghost Oaks,Kiousuke is doing good,0
